SampleId,Area_Name,Area_Code,Latitude,Longitude,Year,Month,Day,Hour,Minute,PCI
114Q--29,4.a,3,59.8033,2.105,1965,1,24,0,43,0
114SA-1,7.d,4,50.61,0.2633,1966,9,26,14,13,1
115L--29,4.b,2,54.5983,5.365,1965,10,16,21,41,1
115LR-7,4.b,2,54.6833,-0.0633,1968,8,10,14,44,1
115Q--25,4.a,3,60.1767,1.03,1965,2,21,3,32,0
115TB-13,4.a,3,59.125,2.8983,1958,12,1,14,18,0
115TB-23,4.a,3,60.7867,2.6517,1958,12,2,0,50,0
116Q--31,4.a,3,59.5467,2.6567,1965,3,21,0,54,0
117L--9,4.b,2,55.62,-0.16,1965,12,11,21,21,1
117L--25,4.b,2,54.7783,4.2633,1965,12,12,11,44,1
117LR-17,4.c,1,52.9133,2.56,1968,10,21,23,56,1
117Q--21,4.a,3,60.56,0.0217,1965,4,16,18,24,1
118L--7,4.b,2,55.6917,-0.7417,1966,1,15,21,40,0
118LR-1,4.b,2,55.5833,-1.4533,1968,11,17,18,55,0
118LR-23,4.c,1,52.8433,2.7067,1968,11,17,1,36,1
118Q--33,4.a,3,59.355,3.1683,1965,5,15,11,17,0
118SA-9,7.d,4,50.015,-1.555,1967,1,9,18,53,0
118T--1,4.a,3,60.9483,4.6317,1959,3,30,14,31,2
119L--9,4.b,2,55.5883,-0.2,1966,2,12,10,3,0
119L--35,4.b,2,54.13,6.875,1966,2,14,2,41,0
119LR-15,4.b,2,53.85,1.255,1968,12,14,13,9,1
119T--5,4.a,3,61.4833,4.405,1959,5,2,3,20,0
11LR-3,4.b,2,55.4067,-1.1817,1960,2,7,18,6,0
120Q--37,4.a,3,58.8417,4.4767,1965,7,14,14,59,0
121GA-3,4.a,3,59.7117,-2.6683,1972,2,18,9,25,0
121L--19,4.b,2,55.02,2.5483,1966,4,1,23,37,6.5
121LR-25,4.c,1,53.1533,2.3017,1969,2,16,1,29,0
122L--9,4.b,2,55.5733,-0.2117,1966,4,23,4,32,2
122L--27,4.b,2,54.53,4.6883,1966,4,23,21,33,1
122LR-11,4.b,2,54.32,0.5333,1969,2,26,11,31,0
122LR-23,4.c,1,52.8317,2.7783,1969,2,26,2,4,0
122Q--21,4.a,3,60.56,0.0283,1965,9,19,11,16,1
122SA-7,7.d,4,50.2583,-0.635,1967,5,14,9,19,2
123LR-17,4.b,2,53.5733,1.6683,1969,3,22,6,37,0
123Q--37,4.a,3,58.9683,4.0867,1965,10,16,21,51,0
123SA-7,7.d,4,50.1967,-1.1583,1967,7,16,5,7,1
124L--3,4.b,2,55.9233,-1.8683,1966,7,15,23,23,2
124L--17,4.b,2,55.11,1.985,1966,7,16,11,54,0
124L--33,4.b,2,54.1783,6.295,1966,7,17,2,11,1
124Q--13,4.a,3,61.1733,-2.45,1965,11,14,9,37,0
124T--1,4.a,3,60.9517,4.6317,1959,9,29,14,50,0
125GA-1,4.a,3,59.71,-2.055,1972,5,21,13,36,1
125LR-11,4.b,2,54.3483,0.5067,1969,5,22,4,28,0
125Q--9,4.a,3,61.415,-3.7333,1965,12,12,14,13,0
125Q--35,4.a,3,59.1633,3.6183,1965,12,11,21,45,0
126L--29,4.b,2,54.4,5.2117,1966,9,24,17,22,1
126Q--13,4.a,3,61.1767,-2.415,1966,1,23,9,27,0
126T--3,4.a,3,61.2733,4.4683,1959,11,28,16,50,0
127L--13,4.b,2,55.3133,0.895,1966,10,22,6,1,2
127LR-5,4.b,2,55.11,-0.7,1969,7,1,20,11,2
127LR-29,4.c,1,52.1433,3.815,1969,7,1,1,9,6.5
127SA-9,7.d,4,50.085,-1.4417,1967,12,23,16,20,0
128L--7,4.b,2,55.6667,-0.6167,1966,11,19,2,0,1
128L--29,4.b,2,54.3817,5.3617,1966,11,20,3,17,1
128LR-5,4.b,2,55.1117,-0.6833,1969,7,15,15,11,1
128LR-17,4.b,2,53.6433,1.6433,1969,7,15,5,57,2
128Q--23,4.a,3,59.9667,1.6567,1966,3,20,0,39,0
128T--7,4.a,3,61.92,4.155,1960,1,27,21,35,0
129GA-7,4.a,3,59.915,-3.6883,1972,9,8,15,49,2
129LR-11,4.b,2,54.4667,0.765,1969,8,19,0,9,2
12AN-7,4.a,3,60.3367,-3.5717,1960,3,2,10,12,0
12LR-9,4.b,2,54.6083,0.1717,1960,5,18,23,27,2
12LR-19,4.c,1,53.36,2.0467,1960,5,19,7,17,1
12LR-25,4.c,1,52.6117,3.1467,1960,5,19,12,0,1
130Q--9,4.a,3,59.9433,1.6883,1966,5,14,23,56,0
130T--5,4.a,3,61.59,4.3383,1960,3,29,18,47,1
131LR-17,4.b,2,53.705,1.58,1969,10,21,6,56,2
131Q--13,4.a,3,61.2,-2.5017,1966,6,23,5,21,0
131Q--27,4.a,3,60.0167,1.5033,1966,6,22,20,53,0
131VB-9,4.a,3,59.6267,-3.47,1959,12,15,4,21,0
132GA-1,4.a,3,59.71,-2.0233,1972,11,3,13,54,1
132L--5,4.b,2,55.8233,-1.305,1967,3,11,5,49,0
132L--23,4.b,2,54.7783,3.625,1967,3,11,23,16,6.5
132LR-25,4.c,1,52.6067,3.115,1969,11,22,0,40,2
133Q--13,4.a,3,61.1717,-2.4967,1966,8,25,9,2,2
133Q--39,4.a,3,58.7917,4.675,1966,8,24,17,2,1
134AY-7,4.b,2,57.2633,-1.82,1958,3,16,21,19,0
134GA-3,4.a,3,59.75,-2.335,1972,12,14,12,38,0
134L--19,4.b,2,55.0083,2.5483,1967,5,20,11,43,2
134L--35,4.b,2,54.0917,6.8567,1967,5,21,1,58,6.5
134LR-13,4.b,2,54.27,1.1217,1970,1,21,23,43,1
135AB-23,4.a,3,59.7233,-0.365,1958,4,18,18,57,0
135L--3,4.b,2,55.915,-1.8633,1967,6,16,21,32,1
135L--25,4.b,2,54.685,3.8667,1967,6,17,20,11,2
135LR-7,4.b,2,54.9033,-0.1583,1970,2,13,4,12,0
135Q--23,4.a,3,60.3483,0.6233,1966,10,16,3,33,0
136A--19,4.a,3,59.165,-1.355,1958,5,10,20,21,0
136L--3,4.b,2,55.9217,-1.8617,1967,7,14,23,5,6.5
136L--23,4.b,2,54.7583,3.6183,1967,7,15,17,50,2
136L--35,4.b,2,54.06,6.8317,1967,7,16,5,4,6.5
136Q--15,4.a,3,61.0667,-1.85,1966,11,13,10,8,0
136Q--37,4.a,3,59.0117,4.1433,1966,11,12,19,56,0
136TB-17,4.a,3,59.805,2.685,1960,9,22,18,46,0
136TB-23,4.a,3,60.8,2.5017,1960,9,23,0,45,0
136TB-29,4.a,3,61.7967,2.3133,1960,9,23,6,45,1
137A--15,4.a,3,58.475,-1.3367,1958,8,9,23,41,0
137A--19,4.a,3,59.14,-1.2483,1958,8,9,20,42,0
137L--1,4.b,2,56.035,-2.3683,1967,8,11,21,41,2
137L--27,4.b,2,54.53,4.7517,1967,8,12,19,14,2
137LR-5,4.b,2,54.9933,-0.4933,1970,4,11,15,17,1
138SA-3,7.d,4,50.4783,-0.22,1969,3,13,10,11,0
138TB-27,4.a,3,61.4583,2.915,1960,11,10,3,23,0
139A--17,4.a,3,58.92,-1.35,1958,9,11,22,50,0
139L--15,4.b,2,55.3067,1.495,1967,10,21,8,46,1
139LR-17,4.b,2,53.6233,1.64,1970,5,5,6,49,1
139Q--17,4.a,3,60.9667,-1.1933,1967,2,19,8,32,0
13LR-1,4.b,2,55.67,-1.58,1960,6,19,18,1,1
13LR-19,4.c,1,53.4417,1.8767,1960,6,19,3,55,1
13LR-27,4.c,1,52.45,3.3533,1960,6,18,21,39,2
140A--15,4.a,3,58.505,-1.4733,1958,10,12,1,23,0
140A--23,4.a,3,59.83,-1.195,1958,10,11,18,46,0
140L--15,4.b,2,55.3533,1.48,1967,11,19,4,1,1
140T--3,4.a,3,61.175,4.5217,1961,2,14,23,6,0
141A--11,4.a,3,57.8417,-1.5933,1958,11,19,3,54,0
141LR-17,4.b,2,53.64,1.6133,1970,6,27,10,1,1
142LR-5,4.b,2,55.0983,-0.59,1970,7,7,14,51,1
142Q--17,4.a,3,60.9033,-0.9767,1967,4,23,9,5,1
142Q--33,4.a,3,59.2733,3.2217,1967,4,22,22,32,0
142SA-9,7.d,4,50.0483,-1.6217,1969,8,6,16,7,1
142T--7,4.a,3,61.9117,4.1633,1961,4,29,20,38,0
143L--13,4.b,2,55.4383,0.9617,1968,2,9,23,59,0
143LR-13,4.b,2,54.2883,1.1667,1970,8,27,8,37,2
143LR-27,4.c,1,52.735,4.0867,1970,8,26,21,29,2
143Q--31,4.a,3,59.585,2.5017,1967,5,21,1,2,2
143SA-5,7.d,4,50.3183,-0.69,1969,9,7,14,52,1
144A--13,4.a,3,58.1667,-1.5283,1959,5,13,1,0,1
144A--19,4.a,3,59.16,-1.3017,1959,5,12,20,34,6.5
144GA-7,4.a,3,58.92,0.845,1974,2,2,7,33,0
144L--27,4.b,2,54.7117,4.8117,1968,2,18,8,29,0
144LR-7,4.b,2,54.8267,-0.205,1970,9,19,13,12,1
144LR-23,4.c,1,52.8367,2.7967,1970,9,20,1,33,1
144Q--19,4.a,3,60.7733,-0.4983,1967,6,15,2,39,0
145A--9,4.a,3,57.505,-1.6917,1959,6,14,3,20,1
145A--17,4.a,3,58.83,-1.4133,1959,6,13,21,44,2
145GA-5,4.a,3,59.0067,1.3533,1974,3,2,21,21,0
145Q--23,4.a,3,60.3633,0.55,1967,7,13,2,52,0
146A--9,4.a,3,57.5067,-1.6917,1959,8,2,3,21,1
146LR-1,4.b,2,55.6067,-1.3817,1970,12,9,20,6,0
146Q--19,4.a,3,60.8117,-0.61,1967,8,10,18,25,1
146Q--33,4.a,3,59.4033,3.1183,1967,8,10,9,50,0
146T--7,4.a,3,61.9083,4.12,1961,8,30,22,3,0
147A--15,4.a,3,58.5667,-1.4933,1959,8,31,21,30,0
148GA-5,4.a,3,58.8517,1.6317,1974,5,9,21,21,0
148L--3,4.b,2,55.8333,-1.3367,1968,3,16,0,52,1
148LR-15,4.b,2,54.3917,0.995,1971,3,14,2,23,1
148Q--7,4.a,3,58.5883,4.9867,1967,10,22,0,23,0
148SA-5,7.d,4,50.3383,-0.65,1970,4,18,18,49,2
149GA-11,4.a,3,59.37,-0.0983,1974,6,6,18,28,0
149L--33,4.b,2,54.3517,6.4283,1968,4,7,0,13,1
149LR-5,4.b,2,55.5183,-1.34,1971,4,9,0,32,1
149SA-9,7.d,4,50.0117,-1.5817,1970,5,25,10,11,6.5
149T--3,4.a,3,61.1517,4.5617,1961,12,1,0,44,0
14GA-3,4.a,3,59.5417,-2.7833,1963,6,24,14,18,1
14S--1,7.d,4,50.6233,0.3283,1958,1,28,16,31,0
150L--5,4.b,2,54.5,5.965,1968,4,21,10,50,6.5
150L--35,4.b,2,56.035,-2.37,1968,4,20,9,36,2
150QB-13,4.a,3,60.5683,-3.3033,1968,3,1,20,22,0
150QB-39,4.a,3,58.615,4.09,1968,3,1,1,49,0
151A--11,4.a,3,57.8417,-1.6117,1960,5,22,2,8,0
151GA-15,4.a,3,59.5017,-2.24,1974,8,2,2,11,6.5
151L--19,4.b,2,55.1183,2.6367,1968,4,27,11,48,1
151LR-9,4.b,2,54.9867,-0.2117,1971,5,6,14,35,2
152L--7,4.b,2,55.735,-0.7167,1968,5,5,1,47,2
152L--27,4.b,2,54.705,4.83,1968,5,5,19,39,6.5
152QB-23,4.a,3,60.4267,0.31,1968,12,2,2,30,0
152SA-3,7.d,4,50.4517,-0.22,1971,3,18,4,42,2
153A--11,4.a,3,57.84,-1.6367,1960,7,31,0,45,0
153A--21,4.a,3,59.4967,-1.2733,1960,7,30,18,45,0
153GA-17,4.a,3,59.375,-1.6433,1974,9,27,6,39,0
153LR-19,4.b,2,53.88,1.1817,1971,6,26,7,36,6.5
154LR-5,4.b,2,55.4417,-1.06,1971,7,8,17,31,2
154LR-15,4.b,2,54.34,1.1117,1971,7,8,9,44,2
155A--11,4.a,3,57.9217,-1.6083,1960,9,5,19,44,0
155GA-9,4.a,3,58.7983,2.3983,1974,11,17,18,23,0
155L--1,4.b,2,56.1933,-2.625,1968,6,20,12,44,2
155L--27,4.b,2,54.755,4.5733,1968,6,19,14,0,1
155LR-23,4.c,1,53.4017,2.6717,1971,7,19,12,27,1
155QB-11,4.a,3,61.3217,-3.2583,1969,2,17,7,8,0
155SA-5,7.d,4,50.3333,-0.6483,1971,6,27,1,17,1
156A--17,4.a,3,58.8317,-1.375,1960,10,15,22,40,0
156GA-15,4.a,3,59.4933,-2.5717,1975,1,12,2,33,0
156L--33,4.b,2,54.3883,6.515,1968,7,14,2,6,2
156LR-17,4.b,2,54.0983,1.53,1971,8,15,5,5,2
156LR-25,4.c,1,53.1167,2.9983,1971,8,15,11,44,2
156QB-9,4.a,3,61.4917,-3.7933,1969,3,17,6,1,0
156T--3,4.a,3,61.165,4.535,1962,6,29,21,22,0
157A--11,4.a,3,59.7733,-1.1717,1960,11,18,1,45,0
157A--19,4.a,3,58.45,-1.49,1960,11,17,20,25,0
157DA-1,7.d,4,49.8883,-1.4333,1978,6,14,10,45,1
157GA-11,4.a,3,59.31,-1.5767,1975,2,25,20,4,0
157L--3,4.b,2,55.9217,-1.67,1968,8,14,12,51,2
157L--29,4.b,2,54.5817,5.4567,1968,8,13,12,36,6.5
157LR-9,4.b,2,55.0317,-0.17,1971,9,14,2,34,1
157LR-19,4.b,2,53.9617,2.0233,1971,9,14,10,42,1
157QB-25,4.a,3,60.2267,0.9283,1969,4,25,18,33,1
157SA-1,7.d,4,50.645,0.29,1971,8,13,23,35,1
158A--13,4.a,3,58.1733,-1.5433,1960,12,7,0,41,0
158DA-1,7.d,4,49.72,-0.71,1978,7,4,19,9,2
158GA-13,4.a,3,59.455,-0.475,1975,3,28,2,0,0
158L--27,4.b,2,54.7083,4.73,1968,9,11,14,10,2
158LR-1,4.b,2,55.8683,-1.92,1971,10,23,12,34,1
158LR-19,4.b,2,53.8667,1.955,1971,10,24,2,49,2
159A--13,4.a,3,58.1683,-1.5633,1961,2,19,0,55,0
159A--23,4.a,3,59.825,-1.2,1961,2,18,18,28,0
159Q--17,4.a,3,60.9483,-1.065,1969,8,13,20,1,1
159Q--39,4.a,3,58.675,4.5917,1969,8,13,6,59,1
15GA-1,4.a,3,59.43,-2.1733,1963,7,22,11,54,0
15LR-13,4.b,2,54.155,0.8333,1960,9,18,9,2,1
15LR-23,4.c,1,52.915,2.7033,1960,9,18,0,48,1
160A--11,4.a,3,57.85,-1.6367,1961,3,8,2,20,0
160A--23,4.a,3,59.8383,-1.2067,1961,3,7,18,36,0
160L--27,4.b,2,54.7933,4.875,1968,10,21,17,34,2
160LR-29,4.c,1,52.3267,3.7233,1971,12,15,22,53,1
160SA-7,7.d,4,50.185,-1.105,1971,11,17,1,34,1
161LR-15,4.b,2,54.4033,1.05,1972,1,13,10,30,1
161Q--15,4.a,3,61.085,-1.86,1969,9,11,22,16,1
161Q--29,4.a,3,59.805,1.9733,1969,9,11,13,54,0
161TB-3,4.a,3,59.4733,3.1633,1962,10,31,10,34,0
162A--11,4.a,3,57.8383,-1.5933,1961,5,14,0,44,0
162LR-11,4.b,2,54.7533,0.38,1972,2,6,8,42,1
162Q--19,4.a,3,60.825,-0.68,1969,11,21,20,48,0
162TB-5,4.a,3,59.86,2.9333,1962,11,26,2,55,0
163GA-3,4.a,3,58.87,1.975,1975,8,15,17,18,1
163GA-11,4.a,3,59.3633,-0.435,1975,8,15,23,10,0
163L--7,4.b,2,55.7467,-0.7217,1968,12,7,4,34,0
163L--31,4.b,2,54.4967,5.91,1968,12,8,5,17,1
163LR-9,4.b,2,54.99,-0.015,1972,2,12,6,18,1
163SA-1,7.d,4,50.6583,0.2683,1972,2,8,15,18,0
163TB-9,4.a,3,60.4483,2.615,1962,12,19,17,28,0
164A--21,4.a,3,59.58,-1.29,1961,6,27,0,26,1
164LR-1,4.b,2,54.305,1.235,1972,3,7,13,9,1
164LR-11,4.c,1,53.12,3.1233,1972,3,7,22,31,1
164Q--33,4.a,3,59.645,2.4633,1970,1,4,20,33,0
164TB-11,4.a,3,60.5467,2.6633,1963,1,18,19,58,0
165A--11,4.a,3,57.8367,-1.5883,1961,7,19,1,8,1
165LR-13,4.b,2,54.565,0.74,1972,4,1,12,38,1
165LR-23,4.c,1,53.4783,2.8783,1972,4,1,4,28,1
166A--17,4.a,3,58.8383,-1.3683,1961,8,12,21,26,0
166L--13,4.b,2,54.7533,0.0483,1969,2,15,6,48,0
166LR-17,4.b,2,54.57,0.8033,1972,4,13,6,42,2
166Q--29,4.a,3,59.8167,1.8967,1970,3,21,21,40,0
166SA-3,7.d,4,50.4683,-0.28,1972,5,7,12,54,1
167A--23,4.a,3,59.8933,-1.1433,1961,9,12,2,58,0
167GA-21,4.a,3,59.4667,-3.285,1975,12,5,10,46,0
167L--23,4.b,2,54.7983,3.4867,1969,3,8,14,51,1
167LR-23,4.b,2,53.8967,2.155,1972,5,12,14,21,1
167Q--13,4.a,3,61.2133,-2.5167,1970,5,7,21,20,1
168L--3,4.b,2,55.9517,-1.9667,1969,3,24,10,46,0
168LR-5,4.b,2,55.4367,-0.9267,1972,5,23,14,17,1
168LR-19,4.b,2,53.9283,2.1467,1972,5,23,1,57,2
168SA-9,7.d,4,50.1233,-1.6617,1972,8,26,15,14,1
169A--13,4.a,3,58.1717,-1.54,1961,11,12,1,9,0
169A--23,4.a,3,59.8267,-1.1533,1961,11,11,18,27,0
169LR-3,4.b,2,55.6667,-1.5017,1972,6,26,21,26,2
169LR-11,4.b,2,54.8067,0.2817,1972,6,27,4,23,1
169LR-23,4.c,1,53.475,2.8,1972,6,27,14,50,2
169SA-7,7.d,4,50.27,-1.18,1972,10,12,3,24,0
16LR-9,4.b,2,54.6667,0.0317,1960,10,23,15,7,1
16LR-27,4.c,1,52.4317,3.3933,1960,10,22,23,26,1
16P--7,4.b,2,54.05,3.7767,1959,1,2,10,43,2
16P--15,4.b,2,55.3817,3.6767,1959,1,2,1,19,2
16P--19,4.b,2,56.0467,3.625,1959,1,1,20,36,1
16P--37,4.a,3,59.045,3.3817,1958,12,31,23,26,0
170LR-19,4.b,2,53.9833,1.755,1972,7,13,6,46,2
170LR-31,4.c,1,52.3667,3.62,1972,7,12,20,9,2
170T--7,4.a,3,61.9117,4.1933,1963,8,30,22,11,0
171LR-21,4.b,2,53.8017,2.21,1972,8,26,23,45,2
172L--5,4.b,2,55.855,-1.4767,1969,5,18,12,43,6.5
172L--27,4.b,2,54.7417,4.6467,1969,5,17,15,29,1
172Q--29,4.a,3,59.785,2.0683,1970,9,17,14,51,0
172SA-7,7.d,4,50.2533,-1.1633,1973,1,18,11,10,0
173A--17,4.a,3,58.95,-1.3817,1962,3,19,23,31,0
173L--15,4.b,2,55.2983,1.5067,1969,5,24,15,31,1
173LR-5,4.b,2,55.7317,-1.78,1972,10,7,21,18,1
173Q--13,4.a,3,61.0383,-1.6833,1970,11,13,19,10,0
173Q--31,4.a,3,59.4433,3.3183,1970,11,14,6,51,0
173SA-7,7.d,4,50.22,-1.2617,1973,2,17,12,3,1
174LR-31,4.c,1,52.1583,3.9017,1972,11,17,21,51,6.5
174Q--13,4.a,3,61.1867,-2.4667,1970,12,23,6,32,0
174SA-5,7.d,4,50.3783,-0.71,1973,3,17,10,9,0
175L--17,4.b,2,55.1817,2.0417,1969,6,21,10,44,0
175LR-15,4.b,2,54.4567,0.7233,1972,12,28,11,28,0
176L--1,4.b,2,56.0233,-2.275,1969,7,17,23,29,2
176L--33,4.b,2,54.3117,6.55,1969,7,19,4,43,6.5
176LR-19,4.b,2,54.085,1.56,1973,1,11,7,33,1
176SA-9,7.d,4,50.1133,-1.6517,1973,5,19,8,38,2
177A--15,4.a,3,58.595,-1.4817,1962,7,16,21,31,2
177GA-11,4.a,3,59.4533,-0.32,1976,10,15,22,15,0
177L--3,4.b,2,55.9383,-1.8117,1969,8,15,22,33,2
177L--37,4.b,2,54.135,7.4717,1969,8,17,5,40,2
177LR-19,4.b,2,54.1883,1.665,1973,3,1,6,5,2
177Q--13,4.a,3,61.1817,-2.5017,1971,4,21,5,23,0
177T--5,4.a,3,61.545,4.355,1964,3,2,0,42,0
178A--11,4.a,3,57.9517,-1.6517,1962,8,13,18,22,6.5
178A--21,4.a,3,59.61,-1.335,1962,8,14,0,52,2
178GA-17,4.a,3,59.3917,-1.7833,1976,11,19,18,22,0
178L--25,4.b,2,54.7833,4.28,1969,9,13,18,23,2
178LR-1,4.b,2,55.8683,-1.9117,1973,3,11,18,52,0
178LR-31,4.c,1,52.2567,3.7817,1973,3,10,17,58,1
178Q--31,4.a,3,59.5167,2.6817,1971,5,23,12,33,0
179L--17,4.b,2,55.1867,2.075,1969,10,12,8,38,2
179L--33,4.b,2,54.33,6.4417,1969,10,13,0,30,2
179LR-1,4.b,2,55.7883,-1.7467,1973,3,25,0,33,0
179LR-25,4.c,1,53.045,3.1633,1973,3,24,3,44,2
179Q--11,4.a,3,61.32,-3.07,1971,6,17,3,5,0
17LR-9,4.b,2,54.645,0.0467,1960,11,20,14,37,0
17LR-21,4.c,1,53.165,2.3233,1960,11,20,4,25,1
180A--21,4.a,3,59.59,-1.1367,1962,9,28,1,53,0
180GA-3,4.a,3,59.515,-2.9667,1977,1,9,8,20,0
180L--17,4.b,2,55.18,2.0533,1969,11,11,12,25,2
180LR-9,4.b,2,54.735,-0.0833,1973,4,10,4,17,1
180Q--25,4.a,3,60.2133,1.0917,1971,7,23,18,31,0
181L--11,4.b,2,55.4983,0.405,1969,12,6,12,11,1
181Q--9,4.a,3,61.435,-3.74,1971,8,14,3,28,0
181Q--29,4.a,3,59.7717,2.0567,1971,8,13,15,36,1
181SA-7,7.d,4,50.2567,-1.2217,1973,10,23,16,43,0
181T--5,4.a,3,61.5567,4.3567,1964,6,5,0,48,0
182LR-11,4.b,2,54.0183,0.3317,1973,5,13,6,30,1
182Q--21,4.a,3,60.3683,0.6217,1971,9,19,19,22,1
182Q--29,4.a,3,59.5117,2.6583,1971,9,19,14,10,1
183A--21,4.a,3,59.6317,-1.1567,1962,12,18,3,1,0
183GA-3,4.a,3,58.8883,2.1767,1977,4,22,20,29,0
183GA-13,4.a,3,59.5083,-0.8383,1977,4,23,3,36,1
183L--15,4.b,2,54.44,0.7533,1970,2,14,12,18,0
183LR-23,4.c,1,52.9083,2.6517,1973,5,16,22,30,2
183Q--11,4.a,3,61.3133,-3.19,1971,11,20,15,6,0
184A--13,4.a,3,58.235,-1.41,1963,1,17,21,30,0
184G--3,4.a,3,58.385,4.5583,1977,5,21,10,8,0
184G--19,4.a,3,59.3467,-0.2433,1977,5,21,21,20,2
184L--9,4.b,2,55.6367,-0.235,1970,3,22,9,6,1
184LR-5,4.b,2,55.0733,-0.635,1973,6,16,2,10,1
184LR-17,4.b,2,53.5733,1.6267,1973,6,16,11,41,2
184Q--23,4.a,3,60.4133,0.37,1971,12,18,0,1,0
184SA-7,7.d,4,50.245,-1.1567,1974,1,20,11,23,0
185G--33,4.a,3,59.5783,-1.575,1977,6,18,19,56,1
185L--17,4.b,2,55.175,2.07,1970,4,10,12,45,1
185LR-15,4.b,2,53.8367,1.2833,1973,7,10,7,44,2
185LR-27,4.c,1,52.3467,3.5,1973,7,10,16,36,2
185Q--35,4.a,3,59.26,3.63,1972,1,8,12,45,0
186L--13,4.b,2,55.3,1.4033,1970,4,25,10,1,6.5
186L--31,4.b,2,54.3367,6.3233,1970,4,26,2,55,1
186Q--11,4.a,3,61.3467,-3.275,1972,2,28,3,15,0
186Q--23,4.a,3,60.42,0.3383,1972,2,27,19,33,0
186TB-9,4.a,3,60.4633,2.57,1964,10,21,22,49,0
187A--19,4.a,3,59.2417,-1.335,1963,4,30,1,27,6.5
187G--13,4.a,3,58.46,4.1983,1977,8,13,6,39,0
187G--35,4.a,3,59.7133,-2.495,1977,8,13,21,57,1
187L--11,4.b,2,55.425,0.3467,1970,5,10,1,58,2
187L--29,4.b,2,54.3417,5.2,1970,5,10,21,43,1
187Q--15,4.a,3,61.085,-1.9617,1972,3,12,8,51,0
187Q--31,4.a,3,59.62,2.5017,1972,3,11,22,16,0
188G--11,4.a,3,58.4533,4.2667,1977,9,9,18,54,1
188G--29,4.a,3,59.69,-1.0417,1977,9,10,7,32,2
188LR-17,4.b,2,53.74,0.6317,1973,11,8,8,34,0
188TB-1,4.a,3,59.4433,3.01,1964,12,30,4,47,0
189G--9,4.a,3,58.2067,5.3633,1977,10,8,8,59,1
189G--23,4.a,3,59.055,1.195,1977,10,8,18,58,0
189L--19,4.b,2,54.8617,2.44,1970,6,20,15,17,1
189LR-7,4.b,2,55.605,-1.5017,1973,12,24,18,27,1
18GA-5,4.a,3,59.7717,-3.7867,1964,5,23,15,34,1
18LR-13,4.b,2,54.1867,0.7733,1960,12,18,8,56,0
18LR-23,4.c,1,52.9467,2.645,1960,12,18,0,34,0
18S--7,7.d,4,50.2017,-1.0083,1958,5,25,12,57,0
18S--11,7.d,4,49.9233,-1.9483,1958,5,25,10,8,1
190A--7,4.a,3,58.77,-1.42,1963,6,24,23,33,2
190G--7,4.a,3,58.1883,6.0817,1977,11,5,10,30,0
190G--17,4.a,3,59.0717,3.3733,1977,11,5,21,41,0
190L--7,4.b,2,55.635,-0.805,1970,7,31,22,15,2
190L--25,4.b,2,54.4033,3.9567,1970,8,1,14,23,2
190LR-1,4.c,1,52.6833,2.1817,1974,2,2,21,36,0
190Q--33,4.a,3,58.0067,1.565,1972,6,14,9,46,1
190SA-5,7.d,4,50.3967,-0.7183,1974,9,13,7,24,0
191L--3,4.b,2,55.915,-1.8783,1970,8,15,4,20,1
191L--37,4.b,2,54.2017,7.2617,1970,8,16,11,4,2
191Q--19,4.a,3,59.7617,-2.0483,1972,7,12,19,31,1
192A--9,4.a,3,58.7517,-1.3717,1963,8,13,22,30,0
192L--7,4.b,2,55.7667,-0.73,1970,9,12,8,33,1
192L--31,4.b,2,54.645,5.985,1970,9,13,7,47,1
192LR-25,4.c,1,52.59,3.1283,1974,3,11,23,23,1
192Q--19,4.a,3,59.6417,-1.7533,1972,8,15,19,13,0
192Q--39,4.b,2,57.395,2.955,1972,8,15,7,3,1
193A--1,4.a,3,57.8367,-1.6533,1963,9,16,18,56,2
193G--15,4.a,3,58.5617,3.595,1978,2,10,14,22,0
193G--29,4.a,3,59.365,-0.645,1978,2,11,0,12,0
193L--7,4.b,2,55.635,-0.795,1970,10,10,4,16,1
193L--25,4.b,2,54.44,3.9983,1970,10,10,20,58,2
193LR-1,4.b,2,55.485,-1.31,1974,3,21,16,35,0
193LR-21,4.c,1,53.01,2.505,1974,3,21,1,49,1
193SA-7,7.d,4,50.2017,-1.0883,1974,12,15,3,12,0
194G--5,4.a,3,58.49,4.14,1978,4,1,11,22,2
194L--11,4.b,2,55.5283,0.3283,1970,11,8,8,11,1
194L--37,4.b,2,54.1983,7.355,1970,11,9,8,52,1
194LR-1,4.b,2,55.5367,-1.3517,1974,4,2,1,3,0
194LR-11,4.b,2,54.2817,0.5533,1974,4,2,8,25,0
194QA-1,4.a,3,59.9933,-0.4867,1973,4,16,22,49,1
194QA-17,4.a,3,59.175,4.5183,1973,4,17,15,53,0
195L--31,4.b,2,54.3117,4.7733,1970,12,7,2,28,2
195LR-11,4.b,2,54.4,0.415,1974,4,20,7,10,0
195LR-19,4.c,1,53.4067,1.9217,1974,4,20,13,14,2
195Q--33,4.a,3,58.16,1.0933,1973,5,23,10,11,0
196L--7,4.b,2,55.5167,-0.3117,1971,1,16,2,4,1
196L--31,4.b,2,54.285,6.175,1971,1,16,23,50,1
196LR-5,4.b,2,55.0933,-0.625,1974,5,9,0,52,0
196LR-21,4.c,1,53.1033,2.395,1974,5,9,13,4,2
197A--3,4.a,3,58.0867,-1.5667,1964,1,16,20,51,0
